id,customer_id_hash,transaction_type,earn_source,points,is_drink_purchase,drink_category,drink_price_jod,reward_id,created_at,expires_at,notes,role
e84d9fd35611b35602f5ef8ac753d9cb6335fcbbe6c5b0bb0f95090a6ba54d39,022ed022d58340abfb9e11fe980e1c419717bd640236544827edbb73995f6c7c,earn,Admin Adjustment (+),15,False,,,,2025-05-05 16:40:39,,Manual point grant,admin
f1d110d54e37ecd8f473ffeb368d61b00632c45d6a4367f664473f21a88f50e5,0c32258e3c936c2eaf222d8868d1d9ec998081e7dfa117e9876902dfed47d3d3,earn,Admin Adjustment (+),25,False,,,,2025-05-06 05:03:12,,Manual point grant,admin
f13e4d661dff713984313c24d91da85e122a302159a20c3f0e2a42699ec330fb,b3eb552de0a0f67f0a71865949650c93e78c8e5a147159e68ea59876a4d0f51b,earn,Admin Adjustment (+),10,False,,,,2025-05-06 10:40:29,,Manual point grant,admin
666e64c3593fd83628f23814cbaff6ee514340b45129ce2f342955517cc3e82c,d747f3147243b1b63899c9a5b0d1853ae4cb9e03f2a86a62241d6363ec4bf033,earn,Admin Adjustment (+),60,False,,,,2025-05-06 14:05:02,,Manual point grant,admin
82dcbeba452ce9749ee508305fe18504d95444fe0b8da3ba10121a1d081ab796,0357267802707d2da53af5c73d2d8f9f671436927ea2eb5b01631f9c418cefe5,earn,Admin Adjustment (+),5,False,,,,2025-05-08 06:24:18,,Manual point grant,admin
1e9248c922bf541977f78a4276662cd4d0e6bae8f167a14144cffc7e5dddc97c,05dd121f492dde883117a525c1df359dd94346399e1e5dc7b69ef0dcb8e00a16,earn,Admin Adjustment (+),10,False,,,,2025-05-08 10:04:22,,Manual point grant,admin
b0f73e3d8f8ead84e3486d5f2ab73ef19e3a94b2979cd8645bf9e5aaea669496,40f1624a0c78a36a80451f1c5cd5483d62c3b60f486f1614d1bfbb9deb45ba37,earn,Admin Adjustment (+),25,False,,,,2025-05-08 12:04:42,,Manual point grant,admin
72b40489560f6f887f2ab8624539d24d56ce72d49e7a143323efa92e17704c56,8c14f6f19e902454ca59e6b18d6c8a2d5340805a65a05dcb237c6f70007011b9,earn,Admin Adjustment (+),10,False,,,,2025-05-08 13:20:36,2025-11-04 13:20:36,Manual point grant,admin
d55abfdf54b46eb35322ece6ac0a53dce3b90b34f1631dfaff8292e6a93c1311,8d810342d3c885aeeb246681e10a8848e4dbd13c9aa1156e30b3888429a7da1c,earn,Admin Adjustment (+),10,False,,,,2025-05-08 14:44:44,,Manual point grant,admin
606d370976240dc86f2aacf88c34a65d6beb3c1c945bb5ddee128f73e994cf7a,88335f2b1fde41da84a59a25f840bd94d4cefcbf99349229e6ad88b821772bd2,earn,Admin Adjustment (+),10,False,,,,2025-05-08 16:39:17,2025-11-04 16:39:17,Manual point grant,admin
20e87c451d33cb9004a5765f6f29f8f2bb22614d8c987fbbe25f5c3ad4d61b10,2291349a28cfeb08cfc82c4b6dadf009426b7440f1c9fd833e824cf7955f7bcf,earn,Admin Adjustment (+),10,False,,,,2025-05-09 12:25:47,2025-11-05 12:25:47,Manual point grant,admin
cb81e2efda3621ee1fe09e07437905920b4685b99c2eed251f95ca602cd64d1b,7161db4f68d71ca261982b752ef99ffd76824da1be1d41e264037e79e551a93c,earn,Admin Adjustment (+),15,False,,,,2025-05-09 13:24:25,,Manual point grant,admin
514f6a8b960eb3f4a93b877e2ac884ab7216bfcaf1014397a1ddeb60c2d7f732,b88d8f57cbf74f97c48bf8e3a7ba52cab430ded920a6bed56278cd278f6b9c69,earn,Admin Adjustment (+),10,False,,,,2025-05-09 14:10:05,,Manual point grant,admin
f7ee772c3e2be29c6a16b8a05d11a2e748b083a8be94ce6f4a7df4b382d99a46,74d79fa48fb9c592ff3cc398610deb3c025465430736e1c628150ea027c3bdf0,earn,Admin Adjustment (+),5,False,,,,2025-05-09 17:51:39,,Manual point grant,admin
bca6ff4c9541a4c46d322a13127f357d44787c87136bcac0f347675d28436a01,572e7bcdc164f282bc44cdcdd67fc5350bcdbc045623a217dcd546578bc6a1fe,earn,Admin Adjustment (+),10,False,,,,2025-05-10 09:49:10,,Manual point grant,admin
1a186e88615e669e4d000fce569b3ae8d63b1c33643aad55685ba50e236e9b02,0c32258e3c936c2eaf222d8868d1d9ec998081e7dfa117e9876902dfed47d3d3,earn,Admin Adjustment (+),25,False,,,,2025-05-10 09:59:03,,Manual point grant,admin
fec4db6cb1dcdf2d9f752ddb665764ceb48e2941e89cdd6e7be7754b2f063477,3b57545e04f252b6574ff70a85305f629244a20f77211f89c920854cd92ad3b2,earn,Admin Adjustment (+),15,False,,,,2025-05-10 12:34:30,,Manual point grant,admin
886e33a610be6302ed7b0e2fc5fc3751fd92cc113d4ceddbd4f801472ef386c5,f8bf4184ac4772f1e5b1619f281e19c104eb941ea082c23e1a12a4356e87a6bf,earn,Admin Adjustment (+),60,False,,,,2025-05-10 14:00:45,,Manual point grant,admin
8cbfe79e1896c98066da6b842eb8bad43a3eb54bf9b33588d902e3cb6ded1a5f,dc6c6ed3352b9e3131a29fbc4a0de86324d4d853fd7f3075c7c85cb287a757af,earn,Admin Adjustment (+),30,False,,,,2025-05-10 17:08:44,,Manual point grant,admin
3e25b22b193801e32159f5e05f39cf06cc357d282d0c302ccf0255b7a0f17769,60f820ba362cdf9c342011859ceed333e5a1ae423a96d94e86be35cd376f153e,earn,Admin Adjustment (+),10,False,,,,2025-05-10 17:56:52,,Manual point grant,admin
32ca11c55a432e7ae7be74d2f95fbe6e81848d54493b1a145251c8a7a31b46ce,2291349a28cfeb08cfc82c4b6dadf009426b7440f1c9fd833e824cf7955f7bcf,earn,Admin Adjustment (+),10,False,,,,2025-05-10 18:39:58,,Manual point grant,admin
18b3eac67ef01b334f35462826821908ca666300c0f1f71a55fb695215125bf5,c16d69c03bf20932e60535de01303a169e4464bb000a79431ceb098d1522524f,earn,Admin Adjustment (+),10,False,,,,2025-05-11 08:10:01,,Manual point grant,admin
2fc13b7a71f9276b4d40554f922b5d897efb634cb7b82c6433b69180fcd8c1a5,51119a3455dc32a4bad89096840853f1f847e76e80d0b2744adb54305f3310a5,earn,Admin Adjustment (+),20,False,,,,2025-05-12 00:42:24,,Manual point grant,admin
38f4c51d5a048705f25979286cb44f722ce2a7ddc00f1dd359d53414d945d6a6,7161db4f68d71ca261982b752ef99ffd76824da1be1d41e264037e79e551a93c,earn,Admin Adjustment (+),10,False,,,,2025-05-12 09:45:03,,Manual point grant,admin
9fe76ef327f8784ad6c88e6a194307d3fb80a3e2a7402bd0d111f60a1e0e332a,51119a3455dc32a4bad89096840853f1f847e76e80d0b2744adb54305f3310a5,earn,Admin Adjustment (+),5,False,,,,2025-05-12 11:26:17,,Manual point grant,admin
a2efae51579ea083b59bf78792ce43d6eed76e7b4072bdf998e8856738313102,ac735306a8aa503c7380285f162117b2991cfb026895d51c483d4ce6be2d39ba,earn,Admin Adjustment (+),10,False,,,,2025-05-12 12:24:18,,Manual point grant,admin
bd2d7c38c31b95d0fd79eb47c79bd9a22671e4d85ecfea6dcbf9f26b8e5116e9,cffe157722e96ff5b189a894d08326c3ace0f2d79c90daa012e141b17fb264f2,earn,Admin Adjustment (+),10,False,,,,2025-05-13 09:35:45,2025-11-09 09:35:45,Manual point grant,admin
2f59002dc0917c9beef76cad1d456d4060286bf1a70777a4079e20a7cd50be52,d986d685e1d3a09594b16db3eebf2daef9add0f9ce2a271f39eca9a3970931d7,earn,Admin Adjustment (+),40,False,,,,2025-05-14 12:37:46,,Manual point grant,admin
6a70e21ec6a60c23ddf6ad49c94e4b1990a548b9a3cd9cb0b9fa889e88e17e62,00facca840129191d923ccec896fb5384a007e008cb3b14c573fac8b7374c92b,earn,Admin Adjustment (+),10,False,,,,2025-05-14 13:53:10,,Manual point grant,admin
80f63f5ecb20d719393b6db3c9ad6c2886cab8e3b16d086ba83fe92a8f611176,f0d16cd473be8fb9ea54491cdffea34070e84b4f082f8112ace8ffaf4497db30,earn,Welcome Bonus,10,False,,,,2025-05-15 00:17:00,2025-11-11 00:17:00,Welcome to Raw Smith Circle!,customer
93e880aea97ba2c7963405e165fa1a3d52929b6d943a5f847064caac49cfa57e,0c32258e3c936c2eaf222d8868d1d9ec998081e7dfa117e9876902dfed47d3d3,earn,Welcome Bonus,10,False,,,,2025-05-15 00:35:00,2025-11-11 00:35:00,Welcome to Raw Smith Circle!,customer
13ef5ce0794d1b1fe6855edb2599165cec62df6e912d5ac6a3dafb3aaadf6bab,9a7112834a9a5f55b6a98974a27226f1072a02576b624f726cff1b55f0d64a05,earn,Welcome Bonus,10,False,,,,2025-05-15 00:36:00,2025-11-11 00:36:00,Welcome to Raw Smith Circle!,customer
f7de05019733e6479cfd0024d89fa27f91c5d2c666cafc0834d3042167dee2b0,d79455d8c89ad399900fcc9eea1e23b91f83e9ec360b9247ea3bda261c466d7a,earn,Welcome Bonus,10,False,,,,2025-05-15 00:38:00,2025-11-11 00:38:00,Welcome to Raw Smith Circle!,customer
2b875405e69cd88239155b3c06572b9bfcf4c5f1feb73a1f336aaad13499dd85,4e8f08b7cb2e67109b6dcdd38c09a91c31fe5dd67d7f0a71c6875f57ec3246d7,earn,Welcome Bonus,10,False,,,,2025-05-15 00:48:00,2025-11-11 00:48:00,Welcome to Raw Smith Circle!,customer
20184da88b67fda7f157f200b25c7c143b499b41d4d6694e9c20269fcb8e6434,57a16dd38a34440b086de09867b479499e5917de5eddbb837fdd1152bd0b6bef,earn,Admin Adjustment (+),10,False,,,,2025-05-15 08:14:07,,Manual point grant,admin
908299709635516fe83ab87c4e642fcf8de9981ac321d534127737017ec040b6,dd821bb8c29de15afe7e2e73810f8e9b72bb1852e57faa3746e8b00411a09f89,earn,Admin Adjustment (+),15,False,,,,2025-05-15 08:59:39,,Manual point grant,admin
298532a23f4083c7af02ee07c9dc166fba031c8f843a883e336e571a519f6822,653fe1fc46ebbf17b5f3f8f8e3db7a01f33d401a21f9eebb57c3eb645aa20d7b,earn,Welcome Bonus,10,False,,,,2025-05-16 00:09:00,2025-11-12 00:09:00,Welcome to Raw Smith Circle!,customer
ec2d7e121c6ead8b21e14aa8cf82064478d0c9668fb96924b46e98213a435b64,40f1624a0c78a36a80451f1c5cd5483d62c3b60f486f1614d1bfbb9deb45ba37,earn,Welcome Bonus,10,False,,,,2025-05-16 00:10:00,2025-11-12 00:10:00,Welcome to Raw Smith Circle!,customer
7aa966c15fb57adefca9ab8b6a0901cce67acb9d1c27f326861f680e81825ce8,a5371be890f7605dad814a294a1aa6c890f61a4356f08d30ec0ab9ccf20da0f0,earn,Welcome Bonus,10,False,,,,2025-05-16 00:16:00,2025-11-12 00:16:00,Welcome to Raw Smith Circle!,customer
b365e5a67a79adbf9803a11df083a909081c0bb844e7959642d40c56755c39d8,7d05a042bca1664d46ffb3e0cc7e61805072a66609f037e5716bd9acef69babd,earn,Welcome Bonus,10,False,,,,2025-05-16 00:17:00,2025-11-12 00:17:00,Welcome to Raw Smith Circle!,customer
c773877c348cb7215464c6c380f8e36cc7cf334238de6c0ce573b10ec09927b8,b3eb552de0a0f67f0a71865949650c93e78c8e5a147159e68ea59876a4d0f51b,earn,Welcome Bonus,10,False,,,,2025-05-16 00:48:00,2025-11-12 00:48:00,Welcome to Raw Smith Circle!,customer
a7adea375cd95e6a22ddc9d3a41bc7116d488811eb4181ddd558e57f650e3e45,0c32258e3c936c2eaf222d8868d1d9ec998081e7dfa117e9876902dfed47d3d3,earn,Admin Adjustment (+),75,False,,,,2025-05-16 13:45:57,,Manual point grant,admin
e9853297ba399f3eda7ace2ab6a3fed05123106be351362d30b7a91b291aa82b,a1cdac58029cf6218fe5b23cf198576b9086cb60ab708be06f8a374ff3f918d0,earn,Admin Adjustment (+),15,False,,,,2025-05-16 15:06:33,,Manual point grant,admin
9a9b4975353a8686b567a3459174a4afd9f3243486ff30b3aeb5e6b049d34d1c,99464bc01aa23b70b8852bce183f82600a9ba496baa75ec28f0f3cf506b6b565,earn,Welcome Bonus,10,False,,,,2025-05-17 00:30:00,2025-11-13 00:30:00,Welcome to Raw Smith Circle!,customer
8136dc66826ca2a37785e800a4a31e7666ef74d3d9755fe631193399bcab3be5,16228fddcff0f24423896b57abc14d55b7b3e5487eefd5983a569d60f8a2e20b,earn,Welcome Bonus,10,False,,,,2025-05-17 00:42:00,2025-11-13 00:42:00,Welcome to Raw Smith Circle!,customer
3f85dd8dfd6b1184cbd3d38f4ba4b8fb82e78b2e3efab194eb151ed668594cfc,c16d69c03bf20932e60535de01303a169e4464bb000a79431ceb098d1522524f,earn,Welcome Bonus,10,False,,,,2025-05-17 00:59:00,2025-11-13 00:59:00,Welcome to Raw Smith Circle!,customer
fde4d20092a2d7adedda8c42dbc227bf80a40ca1a849a3e2ec14d642b789aa46,99cfc4f3a317d79c15d51bb16746f35a8cbe4520ec185b5d959a39ca27000e27,earn,Welcome Bonus,10,False,,,,2025-05-18 00:14:00,2025-11-14 00:14:00,Welcome to Raw Smith Circle!,customer
16850ef5e73aee289f2792b9825f86a202e6e520540f2c0e191b0f733af6a5f0,1f9d54a188fcd94550daacc43881fd1a41e22cae4b7c13b13cc00221dfd20c9b,earn,Welcome Bonus,10,False,,,,2025-05-18 00:26:00,2025-11-14 00:26:00,Welcome to Raw Smith Circle!,customer
11b4580c8cea1c3c1d6c35b6ce90c9314060b37cd0fb2d77b705513d6d55ea48,74721417059728ab56643221bf8e92feb4a74cd869f0aa9e5f41f99dca27b9ef,earn,Welcome Bonus,10,False,,,,2025-05-18 00:32:00,2025-11-14 00:32:00,Welcome to Raw Smith Circle!,customer
b2cce59cd7f6432e84ebc3f287c83a6bbbcafa4cfdf43b2822b6815c6e8ee4dc,d986d685e1d3a09594b16db3eebf2daef9add0f9ce2a271f39eca9a3970931d7,earn,Welcome Bonus,10,False,,,,2025-05-18 00:42:00,2025-11-14 00:42:00,Welcome to Raw Smith Circle!,customer
a1ae445f63f4206fd93b4a1c5f74b56f28a6bdf8aaa1339a60a5c3a6c6d1a887,aeefb81c6584d4bfd9694a7ddd1defe10a5895a46d0ecc5b646067494f6cbf6a,earn,Welcome Bonus,10,False,,,,2025-05-18 00:57:00,2025-11-14 00:57:00,Welcome to Raw Smith Circle!,customer
5d632ca574041acc65befbfe9e7c81c5c09f7d86f64d44414771fb8bd3ecd113,d2358ef73786472dd117291391a151f5a4db970e99b1f3cd23874d25f912037c,earn,Admin Adjustment (+),10,False,,,,2025-05-18 07:20:20,,Manual point grant,admin
9d49a84f202d409c6f5b635acf03e0e535cac25822051c6797c49b071d01fa52,18e0783433151e660326d8275aee7875e5ca604f77102896bb9cc94e9e47d4ef,earn,Admin Adjustment (+),10,False,,,,2025-05-18 08:00:24,,Manual point grant,admin
2fdf5bf648c88289a131444bb2c21e15ddc06999ae87ccd09227301bec1909d7,f01b52ebb7c94bef7ebcd01c064f3196c99fceda251c71f3fdb357f4225f22f1,earn,Admin Adjustment (+),75,False,,,,2025-05-18 08:57:15,,Manual point grant,admin
d36b1f8d39d5995860e6fc03e4120c23936f359a25a21aef0b84639f574326d5,18faf257ba6922a03804d8b32bc48b9e8d8dc3529f3c98c32e8461e6ea1333f9,earn,Welcome Bonus,10,False,,,,2025-05-19 00:21:00,2025-11-15 00:21:00,Welcome to Raw Smith Circle!,customer
c09d5c61cc8c306c0b8ac87c5f149b122878e0fdc74bcda2da8720ea2683fb1b,d700ea1d09479e0c5c125481375ae85f31c8de99a0ad054f8005b5e6c0fac837,earn,Admin Adjustment (+),5,False,,,,2025-05-19 11:27:52,,Manual point grant,admin
8dea4c6dcb43fc0d78ac286c7a02d7275bfd770fa5f394534f5198b4aff59fb5,00facca840129191d923ccec896fb5384a007e008cb3b14c573fac8b7374c92b,earn,Admin Adjustment (+),10,False,,,,2025-05-19 14:49:19,,Manual point grant,admin
9e2e3dfd3acc4ee4f866aaf5639757c0b75a768af89172221d72dca0d4bf8849,11ae86aba7f28445816f46815e200899c986babd632684da1494df16240af3d8,earn,Admin Adjustment (+),5,False,,,,2025-05-19 16:22:07,,Manual point grant,admin
36d696997ca6c6066bdd786e778889722edfddd7a4b3690f8eee427e82137b57,9653cb15d827e7dc146a46287914dc88a793e63354a0e5f311b41ef714df0ed3,earn,Welcome Bonus,10,False,,,,2025-05-20 00:46:00,2025-11-16 00:46:00,Welcome to Raw Smith Circle!,customer
9aec7501a209e7e36044cc4079aa1ecc418ccd6f28ed44955c8dd52e62ffb97c,f01b52ebb7c94bef7ebcd01c064f3196c99fceda251c71f3fdb357f4225f22f1,earn,Admin Adjustment (+),10,False,,,,2025-05-20 06:42:08,,Manual point grant,admin
a6899c5acf46b71ecd33923d403fc99570eee899a900e53a2a90c38d11dd3c46,7c144b48c34b5be9b0353ecf7d80d6c511438672ffb9c2eda096f89cc2d315ca,earn,Admin Adjustment (+),25,False,,,,2025-05-20 09:24:04,,Manual point grant,admin
9c9e08e73c071aae107130148770b8f8f2c91ae41009c9a0a488193297b25b82,1a279da7e2eb06a63ad367041b3aa35c78f4f3b9b1219f923ac38d1eb24a97d0,earn,Admin Adjustment (+),60,False,,,,2025-05-20 10:04:17,,Manual point grant,admin
fd889a0462cd839621184c288d88bccd500207bbe467153f316b1cdcd7bb9e8b,7c3ed7730f0ca83a853404ec99d01be8ce4f75980f76d47d2b76d6bc1b87549e,earn,Admin Adjustment (+),20,False,,,,2025-05-20 11:14:39,,Manual point grant,admin
2831d28d59a169eec251df3c4713b8d658ad0472e056e7d9de6db405460108a1,c097c34b1b28826e60f005af382b66c8c1d0c83dd812669ce00dea7ec79b33ff,earn,Admin Adjustment (+),20,False,,,,2025-05-20 13:49:37,,Manual point grant,admin
cf5ec06479ef4df756e59fef343fc2408c07db9f105d2f8fde729c715828fcd1,9b33e3d0c4ff628e166b7efb8fd55c09cba3e063f6495d33fbca3ad8ee2c6d1e,earn,Admin Adjustment (+),5,False,,,,2025-05-20 15:05:00,,Manual point grant,admin
8edb85041de185b4011a2a97a1f91ff887061a9b6668f42f0e75ea3af2bf8bad,7d05a042bca1664d46ffb3e0cc7e61805072a66609f037e5716bd9acef69babd,earn,Admin Adjustment (+),60,False,,,,2025-05-20 18:33:02,,Manual point grant,admin
7b5314db4440e48231d8a9e5115e44f8ae526af79523df2702073f03941e1ef7,e3914c679e96f5cef589fd98b1e1c254b760909e351f0ff3d90787effc0da8cf,earn,Welcome Bonus,10,False,,,,2025-05-21 00:37:00,2025-11-17 00:37:00,Welcome to Raw Smith Circle!,customer
2a04d0816929fc339d01fe0161f771647930a853c19fc3dfedb725a47b1c5313,a1cdac58029cf6218fe5b23cf198576b9086cb60ab708be06f8a374ff3f918d0,earn,Welcome Bonus,10,False,,,,2025-05-21 00:57:00,2025-11-17 00:57:00,Welcome to Raw Smith Circle!,customer
cf4c4f599e3cf44e04c2956e0ae5b4a7d359517d3419825877da21889dad691a,8c14f6f19e902454ca59e6b18d6c8a2d5340805a65a05dcb237c6f70007011b9,earn,Welcome Bonus,10,False,,,,2025-05-21 00:59:00,2025-11-17 00:59:00,Welcome to Raw Smith Circle!,customer
9a5dab222b4291f28e82f3411bac8c323f657eb9b806191fce96caa330c214b8,00facca840129191d923ccec896fb5384a007e008cb3b14c573fac8b7374c92b,earn,Admin Adjustment (+),10,False,,,,2025-05-21 10:02:46,2025-11-17 10:02:46,Manual point grant,admin
0491fc24415b710aa60306db094947ee9d8f8f5dd55cb7795624edeca6ae95c8,579da5019dd74d0aaef5b375021936697054dc4c4698d8b5969f3c53ac3cc368,earn,Admin Adjustment (+),25,False,,,,2025-05-21 19:55:53,,Manual point grant,admin
d41835029806c43c71cde69890147d53db89cb6029366159b4924c90a06515ad,7d0b62c3a1ff147bf8df871d63bc1ba74c525eaa78e0bcb1bac46b882a79ebf4,earn,Welcome Bonus,10,False,,,,2025-05-22 00:05:00,2025-11-18 00:05:00,Welcome to Raw Smith Circle!,customer
cc246a765504572307239721523b864cb1cda12ff43d53e23d0bb7501830e630,cbe0cc2e3c71af739591c458f36d5c2a2bda23b5721a0dcaee07fe735823b2a6,earn,Welcome Bonus,10,False,,,,2025-05-22 00:14:00,2025-11-18 00:14:00,Welcome to Raw Smith Circle!,customer
f7068040a92fcfaf93d7f2afe6dff4fecb2809de0887026c0bfe0026441581c8,00facca840129191d923ccec896fb5384a007e008cb3b14c573fac8b7374c92b,earn,Welcome Bonus,10,False,,,,2025-05-22 00:18:00,2025-11-18 00:18:00,Welcome to Raw Smith Circle!,customer
677364fe54723bba8ceedc19001101b97b92c8d034f7947a2902383781ab9e46,a4fbc9f143f6ee8eb80376a4effb15d38007085da39db72ce12ab61755d05dde,earn,Admin Adjustment (+),5,False,,,,2025-05-22 08:22:46,,Manual point grant,admin
aa1f819506bcb23d238545e7172f5f5b65af4d4ee5ff2b35a153ba9c124ed3d3,7702f6059a627113cde3f3ceae8b7655a5a2d2d03b3495de3f637e55532c1a10,earn,Admin Adjustment (+),10,False,,,,2025-05-22 09:28:50,,Manual point grant,admin
9a79f66304dd2b291805444735134a7ba3ac0609b6cfa5f6beebc12733851b23,de9e8dc68138654cadf078b09d7e41c1636e36acb67588623256eb403dc550b3,earn,Admin Adjustment (+),5,False,,,,2025-05-22 12:48:09,,Manual point grant,admin
5b61bb4691da1cf8c7973c1e153b4fcbae1ff975fd66bba2af712286bb79bf8c,5aa8946ed0ff7a5ff3eabfb04fe8cbe66df66a7d449363e6f5b4ab201f2373bf,earn,Welcome Bonus,10,False,,,,2025-05-23 00:03:00,2025-11-19 00:03:00,Welcome to Raw Smith Circle!,customer
4d7a15f2b864da7edc73fd403889c4a36a23ca2aa2150ee4f00e317fb5a6f158,d700ea1d09479e0c5c125481375ae85f31c8de99a0ad054f8005b5e6c0fac837,earn,Welcome Bonus,10,False,,,,2025-05-23 00:15:00,2025-11-19 00:15:00,Welcome to Raw Smith Circle!,customer
66ab863fbffe7d447c3160bb059904e539cce9c3e2defd9cad207103e8ded7af,56c2f8cce00fd45a61a60543335abb2cb666f70f6db54c3d3722d1b86c6379b2,earn,Welcome Bonus,10,False,,,,2025-05-23 00:21:00,2025-11-19 00:21:00,Welcome to Raw Smith Circle!,customer
f70fe033b0d9ad36cb04e1175df613a799d500762e3461fe7fdbad54e2e253de,e702380378174949186afa51af1c6110f2ff0a27d8b84fa830047d7481284181,earn,Welcome Bonus,10,False,,,,2025-05-23 00:26:00,2025-11-19 00:26:00,Welcome to Raw Smith Circle!,customer
452458b18388c3f9111d40dabd1b6284d12bf5e9078261ebf289001ea55bee79,74d79fa48fb9c592ff3cc398610deb3c025465430736e1c628150ea027c3bdf0,earn,Welcome Bonus,10,False,,,,2025-05-23 00:52:00,2025-11-19 00:52:00,Welcome to Raw Smith Circle!,customer
07d1ea258146e4357d1a2c9672f2568d24a84f70b912019dfd6449e430e4387b,7edb25ef492ac294827760a4fc1a5c66010b5cd8b76e0f30642dec26f58522b1,earn,Welcome Bonus,10,False,,,,2025-05-23 00:53:00,2025-11-19 00:53:00,Welcome to Raw Smith Circle!,customer
3e79398a9b876aa60bea0f2d58eb8abe7a604e857c5c17e1f4f9e6e739282bbf,f0d16cd473be8fb9ea54491cdffea34070e84b4f082f8112ace8ffaf4497db30,earn,Admin Adjustment (+),10,False,,,,2025-05-23 08:41:50,,Manual point grant,admin
