customer_id_hash,customer_code,membership_tier,current_points,total_points_earned,total_points_redeemed,coffee_adventure_level,role,created_at,updated_at
7fa9eb2ec3e00b5dc8b54be4d43f2f2298fef33ec1652b514a90f8b56b71a24c,RSC-857D,bronze,78,78,0,explorer,customer,2026-02-24 00:00:00,2026-02-24 00:00:00
717023e64628bfa50667d42670d426b7b1475cee28e5bff20c7a9b5b0dfd126d,RSC-A96E,bronze,36,36,0,explorer,customer,2026-02-13 00:00:00,2026-02-13 00:00:00
36541d3088d1da623542db32f95508753393c9eedddf79e697d99f973c7a6869,RSC-0EA3,bronze,10,10,0,explorer,customer,2026-02-13 00:00:00,2026-02-13 00:00:00
308c7ac0094cc2b1137bc1aa0a796f5e144026ab28fef033092f468dbed0479a,RSC-EE90,silver,200,200,0,explorer,customer,2026-02-11 00:00:00,2026-02-11 00:00:00
6721da032907a59aaed29f5d51f8533e84421989cc78a29cc0de7de9feed4b30,RSC-0EFC,bronze,35,35,0,explorer,customer,2026-01-31 00:00:00,2026-01-31 00:00:00
6a4579783621b55ff9a27b1dcb5d8247ab21e53fc5d407a9765944089e86255a,RSC-CBF7,bronze,102,102,0,explorer,customer,2026-01-25 00:00:00,2026-01-25 00:00:00
1213d29819e36ac0d6e1ec2b8d7c2e0314e88983bdd54ec3dd41870668d0c48c,RSC-A22F,bronze,40,40,0,explorer,customer,2026-01-03 00:00:00,2026-01-03 00:00:00
42684987372e043ce2ef6fe8153facba96b2fc87da58eb8ee534cfa812400cdd,RSC-9C48,bronze,40,40,0,explorer,customer,2026-01-03 00:00:00,2026-01-03 00:00:00
9b33e3d0c4ff628e166b7efb8fd55c09cba3e063f6495d33fbca3ad8ee2c6d1e,RSC-12EC,silver,354,354,0,explorer,customer,2026-01-02 00:00:00,2026-01-02 00:00:00
dc32e655c2abd3b8221175d18034d3be52f2142319021c4950ee84d4de1ae8eb,RSC-8303,silver,446,446,0,explorer,customer,2026-01-02 00:00:00,2026-01-02 00:00:00
572e7bcdc164f282bc44cdcdd67fc5350bcdbc045623a217dcd546578bc6a1fe,RSC-FC33,bronze,10,10,0,explorer,customer,2026-01-01 00:00:00,2026-01-01 00:00:00
2cb88112fa7ad53e58327912695ffccac99701b4b668913b7cc20291fea7490b,RSC-E5E0,bronze,110,110,0,explorer,customer,2025-12-29 00:00:00,2025-12-29 00:00:00
368e45f7fdfd6ac42dd3eb08b3767325bd3f9190c8ffdce31e99c57801aff781,RSC-8EC5,bronze,40,40,0,explorer,customer,2025-12-28 00:00:00,2025-12-28 00:00:00
985e37ed1203d2c3e899f6b5d184406e82bee8fdbe45c24c33ecf19b43bb5a23,RSC-35DA,bronze,126,126,0,explorer,customer,2025-12-22 00:00:00,2025-12-22 00:00:00
f4e24a75f2e8c69ab9a3c08bcc3a6fa0ed93ff4b986afede1010ca8dd46eec45,RSC-0F6E,bronze,104,104,0,explorer,customer,2025-12-20 00:00:00,2025-12-20 00:00:00
d0d2247cdf00c6beeb2f658e7d1141d9319f85a4e57acd15ecfa6aa0f1d14b31,RSC-621A,silver,205,205,0,explorer,customer,2025-12-13 00:00:00,2025-12-13 00:00:00
11ae86aba7f28445816f46815e200899c986babd632684da1494df16240af3d8,RSC-1D40,bronze,117,117,0,explorer,customer,2025-12-08 00:00:00,2025-12-08 00:00:00
5ff297505eb54e620fc7c62f3a353e5a08864a3f2d8cdd8fdd76cf13f7f7e175,RSC-929A,bronze,93,93,0,explorer,customer,2025-12-01 00:00:00,2025-12-01 00:00:00
8cf1b970c0ee0e57cb5cd48ed5658dd84380d6d76272d8ba4d5ac1e954741d71,RSC-53A3,bronze,47,47,0,explorer,customer,2025-11-30 00:00:00,2025-11-30 00:00:00
40f24b2d0ca1cb8fd46e6d33f43dda4fdc0db00236d1aaf36c83118ad27f0700,RSC-B089,bronze,60,60,0,explorer,customer,2025-11-27 00:00:00,2025-11-27 00:00:00
3f6c972319dbbe576cad2270b2237c43289f21ea736d29e0b1f2050d97b129f5,RSC-7DA7,bronze,106,106,0,explorer,customer,2025-11-27 00:00:00,2025-11-27 00:00:00
01ce66bda34d8522fd5b741f0c5f0b877dbd89826e89c99d6d41947db2e53bcd,RSC-99B4,bronze,10,10,0,explorer,customer,2025-11-01 00:00:00,2025-11-01 00:00:00
22ca65df880594d9b4e5c80774fe8afe6707bd21ba75ee4049d50951e92a2012,RSC-BD7B,bronze,10,10,0,explorer,customer,2025-10-30 00:00:00,2025-10-30 00:00:00
7b5e61c777116995d83eb42349aabe84ed03b8215146d823d96578d2fe61b244,RSC-D397,bronze,10,10,0,explorer,customer,2025-10-24 00:00:00,2025-10-24 00:00:00
6536f04b74a6f14f258abf47c13ff4fd7140979a23eacc193dd59f1f6209362c,RSC-D7E1,bronze,10,10,0,explorer,customer,2025-10-24 00:00:00,2025-10-24 00:00:00
7171f5ec0c760d904896ff855a456dbfc48335ef34819c852ef776c1dfc07d4c,RSC-DF90,bronze,10,10,0,explorer,customer,2025-10-18 00:00:00,2025-10-18 00:00:00
57a16dd38a34440b086de09867b479499e5917de5eddbb837fdd1152bd0b6bef,RSC-8042,bronze,60,60,0,explorer,customer,2025-10-15 00:00:00,2025-10-15 00:00:00
63f9ca8eecff6cf8bae22e99fc1baf7bad5ef05deeef50040eaed5d8b8dd14f5,RSC-A880,bronze,10,10,0,explorer,customer,2025-10-05 00:00:00,2025-10-05 00:00:00
7725c475d921457bf4697659afd55bc6ab1b8370e203066a9b80e8b0ecc976f6,RSC-BE5C,bronze,115,115,0,explorer,customer,2025-10-05 00:00:00,2025-10-05 00:00:00
c267d04aa9fa8a039544def2e734d474d5be08ffce0088efbe1c26d4a45fc631,RSC-07F8,bronze,170,170,0,explorer,customer,2025-10-01 00:00:00,2025-10-01 00:00:00
f8bf4184ac4772f1e5b1619f281e19c104eb941ea082c23e1a12a4356e87a6bf,RSC-5013,bronze,50,50,0,explorer,customer,2025-09-28 00:00:00,2025-09-28 00:00:00
0357267802707d2da53af5c73d2d8f9f671436927ea2eb5b01631f9c418cefe5,RSC-7427,bronze,22,22,0,explorer,customer,2025-09-21 00:00:00,2025-09-21 00:00:00
05dd121f492dde883117a525c1df359dd94346399e1e5dc7b69ef0dcb8e00a16,RSC-68B2,bronze,17,17,0,explorer,customer,2025-09-18 00:00:00,2025-09-18 00:00:00
d8d4653fb0ad5f95a7cc63d642fbfc2bc98b15ba4697a85c9d53f893497da8ec,RSC-0E14,bronze,34,34,0,explorer,customer,2025-09-12 00:00:00,2025-09-12 00:00:00
d300865f64e1c69f6165fbebcfdd3e8f919c34f6db2d412ac381dec1589a843a,RSC-8DE6,bronze,16,16,0,explorer,customer,2025-09-11 00:00:00,2025-09-11 00:00:00
a7289bd8b1618463665127e90d6a93a0833404d4ff535505af69a36320ab4d66,RSC-5EC6,silver,341,341,0,explorer,customer,2025-09-10 00:00:00,2025-09-10 00:00:00
4e0f8b1aedb70f7c1b9bc8ef162199f195cce055b59e934a47f60fa222d5bc4a,RSC-AD0C,bronze,85,85,0,explorer,customer,2025-09-10 00:00:00,2025-09-10 00:00:00
8daea32368efc7c43579ba565687901a994777f9c6943b29e866d255b34d2ee2,RSC-8AB9,bronze,10,10,0,explorer,customer,2025-09-05 00:00:00,2025-09-05 00:00:00
d747f3147243b1b63899c9a5b0d1853ae4cb9e03f2a86a62241d6363ec4bf033,RSC-7B73,silver,430,430,0,explorer,customer,2025-09-04 00:00:00,2025-09-04 00:00:00
c234f4a55eb264722cb6de6e74e84f7fd0c43d832542ff18b54c256b5bd9366e,RSC-2566,bronze,116,116,0,explorer,customer,2025-09-03 00:00:00,2025-09-03 00:00:00
305a12e7f6ec0efc4c5de1d8b3b835cdc641401ac6f3f9a116415a104f8e02ed,RSC-15FC,bronze,22,22,0,explorer,customer,2025-08-31 00:00:00,2025-08-31 00:00:00
f01b52ebb7c94bef7ebcd01c064f3196c99fceda251c71f3fdb357f4225f22f1,RSC-47C0,bronze,145,145,0,explorer,customer,2025-08-31 00:00:00,2025-08-31 00:00:00
fb812e987eeb88cda1a9d54159fa441826c866053835948a5ba9682e1999413e,RSC-DEE0,silver,380,380,0,explorer,customer,2025-08-30 00:00:00,2025-08-30 00:00:00
eacacd00ff11f46719d582facbc7cbe4875e41b9ddd4b81a1838ac3b859ab353,RSC-17AE,silver,246,246,0,explorer,customer,2025-08-29 00:00:00,2025-08-29 00:00:00
51119a3455dc32a4bad89096840853f1f847e76e80d0b2744adb54305f3310a5,RSC-075D,gold,624,624,0,explorer,customer,2025-08-27 00:00:00,2025-08-27 00:00:00
ca2e6dcd996ce770aa74ad3bd0272d9d3994fb6b7c5946a3f612592cba3777cc,RSC-1302,silver,224,224,0,explorer,customer,2025-08-15 00:00:00,2025-08-15 00:00:00
de9e8dc68138654cadf078b09d7e41c1636e36acb67588623256eb403dc550b3,RSC-F264,silver,281,281,0,explorer,customer,2025-08-09 00:00:00,2025-08-09 00:00:00
be287fb17832e81f0f23dbd9b2504d14d2d56668ff67fb29792c72ff254e49b8,RSC-48A5,bronze,30,30,0,explorer,customer,2025-08-02 00:00:00,2025-08-02 00:00:00
7c144b48c34b5be9b0353ecf7d80d6c511438672ffb9c2eda096f89cc2d315ca,RSC-8EB6,bronze,146,146,0,explorer,customer,2025-07-29 00:00:00,2025-07-29 00:00:00
a4fbc9f143f6ee8eb80376a4effb15d38007085da39db72ce12ab61755d05dde,RSC-7F64,silver,136,136,0,explorer,customer,2025-07-28 00:00:00,2025-07-28 00:00:00
2291349a28cfeb08cfc82c4b6dadf009426b7440f1c9fd833e824cf7955f7bcf,RSC-467D,gold,1958,1958,0,explorer,customer,2025-07-25 00:00:00,2025-07-25 00:00:00
0220f9d60e2ad771878c31761d837751815766ad45871aebd6c4275a613e03da,RSC-AFBA,bronze,110,110,0,explorer,customer,2025-07-22 00:00:00,2025-07-22 00:00:00
ac735306a8aa503c7380285f162117b2991cfb026895d51c483d4ce6be2d39ba,RSC-1934,silver,256,256,0,explorer,customer,2025-07-19 00:00:00,2025-07-19 00:00:00
022ed022d58340abfb9e11fe980e1c419717bd640236544827edbb73995f6c7c,RSC-A761,silver,365,365,0,explorer,customer,2025-07-16 00:00:00,2025-07-16 00:00:00
5f44c132f8640bfe6c97267e5bb2b6e0b7243a8c7eb05a3b61f4feefa92103a9,RSC-55EE,bronze,10,10,0,explorer,customer,2025-07-13 00:00:00,2025-07-13 00:00:00
8d810342d3c885aeeb246681e10a8848e4dbd13c9aa1156e30b3888429a7da1c,RSC-8BE9,bronze,46,46,0,explorer,customer,2025-07-12 00:00:00,2025-07-12 00:00:00
dd821bb8c29de15afe7e2e73810f8e9b72bb1852e57faa3746e8b00411a09f89,RSC-F8CA,silver,504,504,0,explorer,customer,2025-07-11 00:00:00,2025-07-11 00:00:00
bf4b607c8335801c9337eeb434891608aa61266b18764b77dd87a6c4771325ad,RSC-A26D,bronze,181,181,0,explorer,customer,2025-07-11 00:00:00,2025-07-11 00:00:00
bb7f9ee8f1fe2a813527d65e461a94e3464130acb90db65a1ca9c29a0fdac23f,RSC-6F05,bronze,50,50,0,explorer,customer,2025-07-10 00:00:00,2025-07-10 00:00:00
b555f79fe8fa80ebedb33445d9cfd14bb6b4f4f1a4a4766cd9f444f7f88ebbf4,RSC-2ECF,bronze,30,30,0,explorer,customer,2025-07-10 00:00:00,2025-07-10 00:00:00
60f820ba362cdf9c342011859ceed333e5a1ae423a96d94e86be35cd376f153e,RSC-F5BE,gold,607,607,0,explorer,customer,2025-07-08 00:00:00,2025-07-08 00:00:00
cffe157722e96ff5b189a894d08326c3ace0f2d79c90daa012e141b17fb264f2,RSC-C911,silver,315,315,0,explorer,customer,2025-07-06 00:00:00,2025-07-06 00:00:00
25df2f1d5b8b23ef368fb24cab9daf584d896ed46a2301a8562844be9a7aecc2,RSC-FEA2,bronze,10,10,0,explorer,customer,2025-07-05 00:00:00,2025-07-05 00:00:00
fce25078c347b266cc2e7e7ef0da120edc4ef324fb5da918f43d4e419893270c,RSC-4D22,bronze,128,128,0,explorer,customer,2025-07-05 00:00:00,2025-07-05 00:00:00
559248929aa6e8251c834ed1db41ff37f7ef7b784370f2d4554115fefa90b428,RSC-D375,bronze,22,22,0,explorer,customer,2025-07-04 00:00:00,2025-07-04 00:00:00
b88d8f57cbf74f97c48bf8e3a7ba52cab430ded920a6bed56278cd278f6b9c69,RSC-A1F0,silver,495,495,0,explorer,customer,2025-07-03 00:00:00,2025-07-03 00:00:00
8f46906077cdc01e64701068a736a4f7317074feb7bce366347647f8d5f05ef8,RSC-E301,bronze,180,180,0,explorer,customer,2025-07-03 00:00:00,2025-07-03 00:00:00
6a778f53e276b2e56dd531c6bca9a51c7cc4921ba36b011e76d67052f353b9d8,RSC-602B,bronze,65,65,0,explorer,customer,2025-07-02 00:00:00,2025-07-02 00:00:00
f3bb8899e697661ae401fbd9ec148c5b80304f629874a722084496b638f19f80,RSC-B6A2,bronze,10,10,0,explorer,customer,2025-07-02 00:00:00,2025-07-02 00:00:00
dd772f66d8b80d454d7f9876c419d88afce0403af3ae67742bf4227f723a55eb,RSC-787C,bronze,46,46,0,explorer,customer,2025-07-02 00:00:00,2025-07-02 00:00:00
a734429f3fcdeb38381762d96a077a27f7c318985c7ada699c45410650ff13c1,RSC-083C,bronze,10,10,0,explorer,customer,2025-06-28 00:00:00,2025-06-28 00:00:00
1a279da7e2eb06a63ad367041b3aa35c78f4f3b9b1219f923ac38d1eb24a97d0,RSC-9D93,bronze,40,40,0,explorer,customer,2025-06-27 00:00:00,2025-06-27 00:00:00
3b57545e04f252b6574ff70a85305f629244a20f77211f89c920854cd92ad3b2,RSC-3D12,bronze,60,60,0,explorer,customer,2025-06-27 00:00:00,2025-06-27 00:00:00
6dac106c43be786560dae9ffa4fec30a00275f8c3649e643a67745a6f526de90,RSC-9F9B,bronze,32,32,0,explorer,customer,2025-06-27 00:00:00,2025-06-27 00:00:00
a7ba72bd68a4caa4afda5f062409afde37657f402fed81d6466b62612a2f068d,RSC-42DF,silver,210,210,0,explorer,customer,2025-06-26 00:00:00,2025-06-26 00:00:00
2e8f0e76c882f5903f22ccf95aa653083fffbe09cb425883ad0cb59769e08f3a,RSC-3326,silver,207,207,0,explorer,customer,2025-06-22 00:00:00,2025-06-22 00:00:00
ac4dd5c873d610b7ef11984a7fd205b868e0091d5dff6dc7c7fa8d3099290f87,RSC-6618,bronze,10,10,0,explorer,customer,2025-06-22 00:00:00,2025-06-22 00:00:00
8c46df8646b7b4acc556a362e4c74cd36cf157cf5effb3868952c22adacdeb57,RSC-79D7,bronze,10,10,0,explorer,customer,2025-06-18 00:00:00,2025-06-18 00:00:00
096b691e36b25b51cdc7ca7caa1d79e52af75cdf6ecca1617e5a5cba64abce7a,RSC-39B9,bronze,21,21,0,explorer,customer,2025-06-18 00:00:00,2025-06-18 00:00:00
7f20a8a48ed409b531f0dd06fd9d397a3a47dfa41c0d9f2985def03238da47fe,RSC-A948,bronze,10,10,0,explorer,customer,2025-06-18 00:00:00,2025-06-18 00:00:00
f5b20136157c0cff8c5ea61346789079efb90608cc2ec788e421a96b8c3ce866,RSC-9291,bronze,30,30,0,explorer,customer,2025-06-14 00:00:00,2025-06-14 00:00:00
f9ff7c7e27af59b96c83183989918180009bd55e71cd170745412d047e1d4572,RSC-219B,bronze,28,28,0,explorer,customer,2025-06-14 00:00:00,2025-06-14 00:00:00
dc6c6ed3352b9e3131a29fbc4a0de86324d4d853fd7f3075c7c85cb287a757af,RSC-8CC0,gold,564,564,0,explorer,customer,2025-06-13 00:00:00,2025-06-13 00:00:00
5ab5af6760cc81a45e5fb460f87628ec681c0f692d2db63c9831f2f018c8d301,RSC-DA45,bronze,10,10,0,explorer,customer,2025-06-13 00:00:00,2025-06-13 00:00:00
0ff90bc0bbcd2b800a55694239163c64632fef53a7f77980481e8563aec9c938,RSC-5F0A,bronze,10,10,0,explorer,customer,2025-06-10 00:00:00,2025-06-10 00:00:00
cfe3f41fc069725a0fb1b207ad08a68e9d3719c6e4f6a8e62d6eb49ccda99f8f,RSC-A18C,bronze,10,10,0,explorer,customer,2025-06-10 00:00:00,2025-06-10 00:00:00
7ec6fb1835b771b8b73e8514527baa91b0fa1d870c1339c011f74930e9a5d037,RSC-837E,bronze,112,112,0,explorer,customer,2025-06-09 00:00:00,2025-06-09 00:00:00
b25ed1750aae5ef9500d96b7397194edd2a695e75a3cc7ee271f2117a10ed547,RSC-E26A,bronze,10,10,0,explorer,customer,2025-06-08 00:00:00,2025-06-08 00:00:00
050f2b8c6f0d503728dd5adf1a68e2a72d4b74b90e8d5d854c53df0eb44408e8,RSC-0E88,silver,210,210,0,explorer,customer,2025-06-08 00:00:00,2025-06-08 00:00:00
0d3408992aa5cde329676d42510ce925946ad6241a2ea928fb54547f83f443c7,RSC-ED1D,bronze,161,161,0,explorer,customer,2025-06-08 00:00:00,2025-06-08 00:00:00
aa67e8edc3ea2d76eb3a365d66a98091c2b42488f3287aa89253db78111d0d16,RSC-E05E,bronze,10,10,0,explorer,customer,2025-06-06 00:00:00,2025-06-06 00:00:00
716508881a407b64153e43cb1ab1746ea81e187da69e3bc769c9cb11232d19d3,RSC-AE11,bronze,60,60,0,explorer,customer,2025-06-05 00:00:00,2025-06-05 00:00:00
ee2481bc6f2f4b41078ff49382af16c7dc168d31746d14ef31e3b9642861bd11,RSC-E6CC,bronze,50,50,0,explorer,customer,2025-06-03 00:00:00,2025-06-03 00:00:00
ff22ad5a83e32595594b8d9221d109d7f9bec6519d772860d8222301e54ddf94,RSC-40D4,bronze,154,154,0,explorer,customer,2025-06-02 00:00:00,2025-06-02 00:00:00
be1aad7c39153d80b4dd75798707b71b580047835c21a489c0a0126ebfb55be9,RSC-7FF7,bronze,10,10,0,explorer,customer,2025-06-01 00:00:00,2025-06-01 00:00:00
7161db4f68d71ca261982b752ef99ffd76824da1be1d41e264037e79e551a93c,RSC-A68E,bronze,10,10,0,explorer,customer,2025-05-29 00:00:00,2025-05-29 00:00:00
e1e94359f6c372cc51698dc8090790cc62bffa2d3e602b1003c3d819a9c94bcc,RSC-07EB,bronze,170,170,0,explorer,customer,2025-05-29 00:00:00,2025-05-29 00:00:00
7b1b3d6c19f2ea5ab9ea59cb8109ba2970fce623d064648dbdf6f25d2bad6f3e,RSC-EEA7,bronze,10,10,0,explorer,customer,2025-05-27 00:00:00,2025-05-27 00:00:00
cf673c3606a87b545a21752650d3688ce2bdf6193f2c23c12349e0aa23c95a04,RSC-2092,bronze,10,10,0,explorer,customer,2025-05-27 00:00:00,2025-05-27 00:00:00
d8a445a8a703626ee87d750c6bd46b37ed04a4faa642741f4bd2695e85bf8132,RSC-C90E,bronze,40,40,0,explorer,customer,2025-05-26 00:00:00,2025-05-26 00:00:00
d2358ef73786472dd117291391a151f5a4db970e99b1f3cd23874d25f912037c,RSC-280B,bronze,45,45,0,explorer,customer,2025-05-24 00:00:00,2025-05-24 00:00:00
28ad6ca3fb0e2f5d50e7e1c1b3e1c6a4279f9c58c0aaeaa1b6f2a6a24d4c1c0a,RSC-4D3E,silver,266,266,0,explorer,customer,2025-05-24 00:00:00,2025-05-24 00:00:00
579da5019dd74d0aaef5b375021936697054dc4c4698d8b5969f3c53ac3cc368,RSC-CF34,silver,201,201,0,explorer,customer,2025-05-24 00:00:00,2025-05-24 00:00:00
d700ea1d09479e0c5c125481375ae85f31c8de99a0ad054f8005b5e6c0fac837,RSC-54C7,silver,337,337,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
7edb25ef492ac294827760a4fc1a5c66010b5cd8b76e0f30642dec26f58522b1,RSC-3DEE,bronze,60,60,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
5aa8946ed0ff7a5ff3eabfb04fe8cbe66df66a7d449363e6f5b4ab201f2373bf,RSC-BD40,bronze,40,40,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
74d79fa48fb9c592ff3cc398610deb3c025465430736e1c628150ea027c3bdf0,RSC-F4A1,bronze,10,10,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
56c2f8cce00fd45a61a60543335abb2cb666f70f6db54c3d3722d1b86c6379b2,RSC-509F,bronze,10,10,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
e702380378174949186afa51af1c6110f2ff0a27d8b84fa830047d7481284181,RSC-BD5E,bronze,144,144,0,explorer,customer,2025-05-23 00:00:00,2025-05-23 00:00:00
00facca840129191d923ccec896fb5384a007e008cb3b14c573fac8b7374c92b,RSC-2C8E,gold,1618,1618,0,explorer,customer,2025-05-22 00:00:00,2025-05-22 00:00:00
7d0b62c3a1ff147bf8df871d63bc1ba74c525eaa78e0bcb1bac46b882a79ebf4,RSC-F7D1,bronze,34,34,0,explorer,customer,2025-05-22 00:00:00,2025-05-22 00:00:00
cbe0cc2e3c71af739591c458f36d5c2a2bda23b5721a0dcaee07fe735823b2a6,RSC-0E34,silver,434,434,0,explorer,customer,2025-05-22 00:00:00,2025-05-22 00:00:00
8c14f6f19e902454ca59e6b18d6c8a2d5340805a65a05dcb237c6f70007011b9,RSC-8BCF,bronze,10,10,0,explorer,customer,2025-05-21 00:00:00,2025-05-21 00:00:00
e3914c679e96f5cef589fd98b1e1c254b760909e351f0ff3d90787effc0da8cf,RSC-7B6D,bronze,85,85,0,explorer,customer,2025-05-21 00:00:00,2025-05-21 00:00:00
a1cdac58029cf6218fe5b23cf198576b9086cb60ab708be06f8a374ff3f918d0,RSC-7C47,silver,475,475,0,explorer,customer,2025-05-21 00:00:00,2025-05-21 00:00:00
9653cb15d827e7dc146a46287914dc88a793e63354a0e5f311b41ef714df0ed3,RSC-2B6E,bronze,76,76,0,explorer,customer,2025-05-20 00:00:00,2025-05-20 00:00:00
18faf257ba6922a03804d8b32bc48b9e8d8dc3529f3c98c32e8461e6ea1333f9,RSC-4D75,gold,553,553,0,explorer,customer,2025-05-19 00:00:00,2025-05-19 00:00:00
99cfc4f3a317d79c15d51bb16746f35a8cbe4520ec185b5d959a39ca27000e27,RSC-EC26,silver,212,212,0,explorer,customer,2025-05-18 00:00:00,2025-05-18 00:00:00
d986d685e1d3a09594b16db3eebf2daef9add0f9ce2a271f39eca9a3970931d7,RSC-78D2,silver,257,257,0,explorer,customer,2025-05-18 00:00:00,2025-05-18 00:00:00
74721417059728ab56643221bf8e92feb4a74cd869f0aa9e5f41f99dca27b9ef,RSC-6924,bronze,36,36,0,explorer,customer,2025-05-18 00:00:00,2025-05-18 00:00:00
1f9d54a188fcd94550daacc43881fd1a41e22cae4b7c13b13cc00221dfd20c9b,RSC-D675,bronze,10,10,0,explorer,customer,2025-05-18 00:00:00,2025-05-18 00:00:00
aeefb81c6584d4bfd9694a7ddd1defe10a5895a46d0ecc5b646067494f6cbf6a,RSC-D093,bronze,91,91,0,explorer,customer,2025-05-18 00:00:00,2025-05-18 00:00:00
c16d69c03bf20932e60535de01303a169e4464bb000a79431ceb098d1522524f,RSC-CAED,gold,1047,1047,0,explorer,customer,2025-05-17 00:00:00,2025-05-17 00:00:00
16228fddcff0f24423896b57abc14d55b7b3e5487eefd5983a569d60f8a2e20b,RSC-1CE9,bronze,172,172,0,explorer,customer,2025-05-17 00:00:00,2025-05-17 00:00:00
99464bc01aa23b70b8852bce183f82600a9ba496baa75ec28f0f3cf506b6b565,RSC-4FC1,bronze,70,70,0,explorer,customer,2025-05-17 00:00:00,2025-05-17 00:00:00
40f1624a0c78a36a80451f1c5cd5483d62c3b60f486f1614d1bfbb9deb45ba37,RSC-8238,silver,216,216,0,explorer,customer,2025-05-16 00:00:00,2025-05-16 00:00:00
7d05a042bca1664d46ffb3e0cc7e61805072a66609f037e5716bd9acef69babd,RSC-777B,silver,371,371,0,explorer,customer,2025-05-16 00:00:00,2025-05-16 00:00:00
653fe1fc46ebbf17b5f3f8f8e3db7a01f33d401a21f9eebb57c3eb645aa20d7b,RSC-BE1E,gold,2068,2068,0,explorer,customer,2025-05-16 00:00:00,2025-05-16 00:00:00
a5371be890f7605dad814a294a1aa6c890f61a4356f08d30ec0ab9ccf20da0f0,RSC-59FC,gold,554,554,0,explorer,customer,2025-05-16 00:00:00,2025-05-16 00:00:00
