id,customer_id_hash,reward_id,points_spent,status,created_at,fulfilled_at,redemption_code,code_expires_at
7c16297b5da0edeee2d69c0c299fbea7eec1eeb77ae930f494c5d7c7d34338aa,28ad6ca3fb0e2f5d50e7e1c1b3e1c6a4279f9c58c0aaeaa1b6f2a6a24d4c1c0a,2300562cdbefd09dc81a88309109acdf348b126d4815761a1d9bfada8fd9e1c3,100,fulfilled,2025-08-18 09:42:00,2025-08-18 23:42:00,,
f6004b9766ac6c4cfa32157af415e14862e4b0be7a30f82eb03d641533b534a9,a4fbc9f143f6ee8eb80376a4effb15d38007085da39db72ce12ab61755d05dde,efb97d5834959df9244650f15eb648a0700f4b38db57a9b969b71f3255e2378d,150,fulfilled,2025-08-22 12:22:48,2025-08-24 01:22:48,,
d7780786ac55349168c216bcc7d1077e5e77277331d3a29668d1c6774c24ee36,1f9d54a188fcd94550daacc43881fd1a41e22cae4b7c13b13cc00221dfd20c9b,efb97d5834959df9244650f15eb648a0700f4b38db57a9b969b71f3255e2378d,150,fulfilled,2025-08-23 23:42:42,2025-08-25 08:42:42,,
7bd2e16aada1a3ed5af5fdb68c418cc297430f94badbe12d37292312495f5fda,cffe157722e96ff5b189a894d08326c3ace0f2d79c90daa012e141b17fb264f2,1263198b51f764cce09198f6bb60bfc1cd9cdcb55b9fc1e769a6d26aeb435a08,75,fulfilled,2025-08-26 13:51:03,2025-08-28 10:51:03,,
1a3cfdf261f91825f3c1f3bbb8b342982e818ad386bda1ddddaa10916d686b66,ff22ad5a83e32595594b8d9221d109d7f9bec6519d772860d8222301e54ddf94,43b50b09854a2f536862716ce9c04e3b0c3c7815c478d869c1e8ad1264fd5f6a,200,fulfilled,2025-08-27 14:54:10,2025-08-27 23:54:10,,
b16dac5d656e7a0a359abd94e98d4f8ff8e4cdb9768b695ffb1eb9bae5251efa,9b33e3d0c4ff628e166b7efb8fd55c09cba3e063f6495d33fbca3ad8ee2c6d1e,1263198b51f764cce09198f6bb60bfc1cd9cdcb55b9fc1e769a6d26aeb435a08,75,fulfilled,2025-09-11 08:08:36,2025-09-11 18:08:36,,
bee63200fff167558088f326ae447b29040291cbbd016cf67b28c6b30eceaeb8,c16d69c03bf20932e60535de01303a169e4464bb000a79431ceb098d1522524f,2300562cdbefd09dc81a88309109acdf348b126d4815761a1d9bfada8fd9e1c3,100,fulfilled,2026-01-10 10:59:12,2026-01-11 18:59:12,,
60420b0ff95c18583a74ab299718fd21f873d16ec61462010d10fb2617707a1f,dc32e655c2abd3b8221175d18034d3be52f2142319021c4950ee84d4de1ae8eb,1263198b51f764cce09198f6bb60bfc1cd9cdcb55b9fc1e769a6d26aeb435a08,75,fulfilled,2026-01-19 12:44:47,2026-01-19 19:44:47,,
46e5e54b69cc2376132642130d89b7fae8790c43a0803899f225a6e4d9e89485,18faf257ba6922a03804d8b32bc48b9e8d8dc3529f3c98c32e8461e6ea1333f9,92510d23838b482e119ef2e012bc2ed5e233c1c0cd5e4dc24c997539db2b9fb2,350,pending,2026-01-21 16:38:10,,,
3f6f9764a8d7b8571682d19075dc49cff4a3981ab53483057c9f699d4aa9b9c9,559248929aa6e8251c834ed1db41ff37f7ef7b784370f2d4554115fefa90b428,0086023d37396b619b2c71c056b92f5184542820d1f2526221d2edecb6bb58f3,500,pending,2026-02-03 12:16:24,,,
16602accd8aaa2ab0268d994e66331b5a5734817fa2dc8ff557a738ceacbf947,6536f04b74a6f14f258abf47c13ff4fd7140979a23eacc193dd59f1f6209362c,0086023d37396b619b2c71c056b92f5184542820d1f2526221d2edecb6bb58f3,500,pending,2026-02-07 13:17:08,,,
fac995c5d992efd82ac63a82d0ed5db73bb9ba1878435caf840c4914601a5ca1,7ec6fb1835b771b8b73e8514527baa91b0fa1d870c1339c011f74930e9a5d037,2300562cdbefd09dc81a88309109acdf348b126d4815761a1d9bfada8fd9e1c3,100,fulfilled,2026-03-13 13:34:50,2026-03-14 05:34:50,,
850ed77b7b0a7cb5a1992ba6a2ee77d822cc58b418d0a8d48ec54deac0e65d2e,dffedc0fbf486a8edadc0acf3efff1fde41025d2995bc9a1207f6cc1030e413c,,100,cancelled,2026-03-14 06:40:05,,,
1a16300a1f197f18c91135ff9e7b7cbd2eb973e82120697e37488078c92eb0e4,f9ff7c7e27af59b96c83183989918180009bd55e71cd170745412d047e1d4572,0086023d37396b619b2c71c056b92f5184542820d1f2526221d2edecb6bb58f3,500,pending,2026-04-05 12:04:40,,,
94256905718ad211dc0e49b00cdd7606b8eb0aed465b338b493086cb9572f01c,01ce66bda34d8522fd5b741f0c5f0b877dbd89826e89c99d6d41947db2e53bcd,1263198b51f764cce09198f6bb60bfc1cd9cdcb55b9fc1e769a6d26aeb435a08,75,fulfilled,2026-04-07 15:00:23,2026-04-09 01:00:23,,
609ea5e879ebff9a10e96c72a3dd70d67056adb291cfd15086d7dbfabe68dc62,51119a3455dc32a4bad89096840853f1f847e76e80d0b2744adb54305f3310a5,,75,cancelled,2026-04-11 23:27:24,,,
8a08c50aef102c8dcc29ae862cb11b568b756ed526fe5690b792ce94fbb19cd2,7702f6059a627113cde3f3ceae8b7655a5a2d2d03b3495de3f637e55532c1a10,92510d23838b482e119ef2e012bc2ed5e233c1c0cd5e4dc24c997539db2b9fb2,350,pending,2026-04-13 12:16:43,,,
bd3dff1d2d7106a044687bfa2bf1deb95f989f8654b06bf52c652172159faad0,18faf257ba6922a03804d8b32bc48b9e8d8dc3529f3c98c32e8461e6ea1333f9,1263198b51f764cce09198f6bb60bfc1cd9cdcb55b9fc1e769a6d26aeb435a08,75,fulfilled,2026-04-18 14:50:41,2026-04-18 17:50:41,,
ca661c75ed51f66df84d9a12b3f079238793318665ccf98817e4381cabde26c5,cbe0cc2e3c71af739591c458f36d5c2a2bda23b5721a0dcaee07fe735823b2a6,43b50b09854a2f536862716ce9c04e3b0c3c7815c478d869c1e8ad1264fd5f6a,200,fulfilled,2026-04-21 11:40:41,2026-04-22 01:40:41,,
293308a7696732ee32d5b7ff92bd9376c411f297caac8826417be82400059fda,7fa9eb2ec3e00b5dc8b54be4d43f2f2298fef33ec1652b514a90f8b56b71a24c,,75,expired,2026-04-25 10:55:51,,,
d8195f3ef60eb77d0892e3f124cf2200ea621760aef7e0edb42693eb4afa7ac1,c16d69c03bf20932e60535de01303a169e4464bb000a79431ceb098d1522524f,efb97d5834959df9244650f15eb648a0700f4b38db57a9b969b71f3255e2378d,150,fulfilled,2026-05-05 11:27:43,2026-05-06 10:27:43,,
7a3be39b6b120a5510748999ebe9646ffc1c118b4018b4916127e6badf901556,60f820ba362cdf9c342011859ceed333e5a1ae423a96d94e86be35cd376f153e,,75,cancelled,2026-05-08 07:07:34,,,
f145f1c41133f7c80dcf9a893bb977ce5514efb7ad5af806c52d189f865558f3,dd821bb8c29de15afe7e2e73810f8e9b72bb1852e57faa3746e8b00411a09f89,2300562cdbefd09dc81a88309109acdf348b126d4815761a1d9bfada8fd9e1c3,100,fulfilled,2026-05-17 18:18:42,2026-05-18 03:18:42,,
